donation_id,donor_id,category,condition,quantity,city,timestamp,matched_ngo,status
DN000367,D00483,formal,excellent,15,Pune,2025-01-31,NGO0080,delivered
DN000368,D00035,shoes,fair,15,Pune,2025-07-22,NGO0020,pending
DN000369,D00308,outerwear,excellent,13,Bengaluru,2025-08-20,NGO0036,delivered
DN000370,D00036,casual,fair,15,Chennai,2025-02-02,NGO0058,pending
DN000371,D00412,children,fair,16,Hyderabad,2025-04-22,,approved
DN000372,D00008,formal,fair,4,Jaipur,2025-10-15,NGO0076,pending
DN000373,D00126,casual,fair,4,Lucknow,2025-07-01,,approved
DN000374,D00147,accessories,fair,20,Bengaluru,2025-02-22,NGO0032,pending
DN000375,D00330,casual,fair,5,Pune,2025-09-18,,matched
DN000376,D00289,shoes,excellent,3,Jaipur,2025-06-20,NGO0075,delivered
DN000377,D00395,casual,good,4,Hyderabad,2025-05-16,NGO0012,pending
DN000378,D00232,children,excellent,4,Mumbai,2025-05-14,,delivered
DN000379,D00490,casual,excellent,12,Pune,2025-02-16,NGO0021,matched
DN000380,D00067,shoes,excellent,7,Ahmedabad,2025-02-13,,approved
DN000381,D00169,accessories,excellent,2,Bengaluru,2025-09-10,,pending
DN000382,D00492,accessories,excellent,10,Kolkata,2025-03-17,NGO0013,matched
DN000383,D00061,outerwear,good,18,Pune,2025-05-18,NGO0063,approved
DN000384,D00372,casual,excellent,1,Jaipur,2024-11-19,NGO0030,pending
DN000385,D00340,outerwear,good,20,Jaipur,2025-04-18,,pending
DN000386,D00304,accessories,good,2,Mumbai,2025-01-06,NGO0073,delivered
DN000387,D00130,casual,excellent,8,Pune,2025-10-18,NGO0082,pending
DN000388,D00196,children,fair,7,Lucknow,2025-10-20,NGO0096,delivered
DN000389,D00029,casual,excellent,18,Ahmedabad,2025-02-15,NGO0015,pending
DN000390,D00394,casual,excellent,20,Jaipur,2025-09-24,,matched
DN000391,D00055,children,good,12,Jaipur,2025-09-21,NGO0036,pending
DN000392,D00496,children,good,12,Hyderabad,2024-12-17,,approved
DN000393,D00269,children,good,11,Mumbai,2025-04-14,NGO0019,pending
DN000394,D00038,formal,fair,1,Pune,2024-12-02,,approved
DN000395,D00001,casual,fair,19,Kolkata,2024-12-18,NGO0027,delivered
DN000396,D00427,accessories,fair,1,Mumbai,2025-05-09,,pending
DN000397,D00241,shoes,good,16,Bengaluru,2025-02-04,,approved
DN000398,D00116,outerwear,good,19,Bengaluru,2024-11-26,NGO0052,delivered
DN000399,D00415,casual,fair,6,Hyderabad,2025-09-12,NGO0092,matched
DN000400,D00262,casual,fair,16,Pune,2025-07-29,,matched
DN000401,D00214,formal,fair,1,Lucknow,2024-11-13,NGO0011,pending
DN000402,D00195,casual,fair,10,Kolkata,2025-08-14,NGO0080,matched
DN000403,D00431,shoes,excellent,10,Chennai,2025-04-15,NGO0058,delivered
DN000404,D00078,outerwear,fair,4,Bengaluru,2025-09-24,NGO0093,approved
DN000405,D00172,shoes,good,10,Jaipur,2025-01-05,NGO0033,delivered
DN000406,D00236,casual,fair,12,Lucknow,2025-03-10,,approved
DN000407,D00275,children,good,3,Kolkata,2025-05-07,NGO0050,delivered
DN000408,D00366,casual,good,20,Hyderabad,2025-03-11,,matched
DN000409,D00009,casual,fair,13,Mumbai,2025-06-15,NGO0077,approved
DN000410,D00408,accessories,excellent,13,Ahmedabad,2024-11-26,,pending
DN000411,D00375,outerwear,good,10,Jaipur,2024-11-11,NGO0054,matched
DN000412,D00497,shoes,good,2,Kolkata,2025-01-11,NGO0008,matched
DN000413,D00221,casual,good,13,Jaipur,2025-03-19,NGO0069,approved
DN000414,D00293,casual,fair,6,Jaipur,2025-01-30,NGO0016,approved
DN000415,D00210,accessories,fair,7,Bengaluru,2024-12-15,NGO0020,matched
DN000416,D00134,outerwear,good,19,Kolkata,2025-04-23,NGO0048,pending
DN000417,D00465,formal,excellent,11,Mumbai,2025-05-22,NGO0078,approved
DN000418,D00173,outerwear,fair,5,Bengaluru,2024-12-24,NGO0080,delivered
DN000419,D00222,accessories,fair,2,Jaipur,2024-12-13,,matched
DN000420,D00070,formal,excellent,8,Delhi,2024-12-23,,pending
DN000421,D00360,outerwear,excellent,15,Kolkata,2025-03-09,NGO0005,pending
DN000422,D00279,shoes,fair,20,Delhi,2025-06-12,,delivered
DN000423,D00063,formal,fair,8,Lucknow,2025-04-28,NGO0036,pending
DN000424,D00005,shoes,good,3,Jaipur,2025-03-01,NGO0070,matched
DN000425,D00052,shoes,good,2,Bengaluru,2025-05-25,NGO0028,matched
DN000426,D00344,casual,good,2,Delhi,2024-12-01,NGO0002,pending
DN000427,D00227,formal,good,18,Bengaluru,2024-12-23,NGO0077,pending
DN000428,D00137,casual,good,18,Bengaluru,2025-11-09,NGO0040,delivered
DN000429,D00196,shoes,good,2,Lucknow,2025-08-14,NGO0043,delivered
DN000430,D00047,formal,fair,3,Kolkata,2025-03-23,,pending
DN000431,D00499,accessories,fair,19,Jaipur,2025-10-05,,delivered
DN000432,D00357,shoes,good,20,Mumbai,2024-12-09,NGO0036,approved
DN000433,D00349,casual,fair,13,Delhi,2025-06-18,,matched
DN000434,D00153,shoes,good,5,Lucknow,2025-03-09,NGO0026,matched
DN000435,D00333,formal,excellent,20,Chennai,2025-11-06,NGO0019,pending
DN000436,D00401,casual,excellent,13,Lucknow,2025-06-10,NGO0012,matched
DN000437,D00246,accessories,fair,4,Ahmedabad,2025-02-01,NGO0002,pending
DN000438,D00279,children,good,4,Delhi,2024-11-29,,approved
DN000439,D00134,outerwear,fair,4,Kolkata,2025-09-20,NGO0045,delivered
DN000440,D00100,shoes,good,6,Kolkata,2025-01-28,NGO0047,delivered
DN000441,D00158,children,excellent,19,Kolkata,2025-06-09,,delivered
DN000442,D00356,accessories,fair,6,Ahmedabad,2025-06-23,NGO0076,matched
DN000443,D00147,outerwear,fair,5,Bengaluru,2025-08-16,NGO0054,pending
DN000444,D00025,formal,good,19,Kolkata,2025-07-11,NGO0014,matched
DN000445,D00142,accessories,good,15,Hyderabad,2025-09-28,,pending
DN000446,D00443,outerwear,excellent,1,Hyderabad,2025-08-12,NGO0091,approved
DN000447,D00011,formal,good,6,Delhi,2025-05-20,NGO0088,matched
DN000448,D00326,children,good,7,Jaipur,2025-07-09,,delivered
DN000449,D00035,accessories,excellent,9,Pune,2025-08-19,NGO0020,pending
DN000450,D00142,formal,fair,16,Hyderabad,2025-05-09,NGO0028,matched
DN000451,D00099,outerwear,good,1,Hyderabad,2025-05-08,,approved
DN000452,D00048,children,good,13,Jaipur,2025-09-12,,approved
DN000453,D00187,outerwear,good,14,Ahmedabad,2025-11-08,NGO0028,approved
DN000454,D00490,accessories,excellent,19,Pune,2025-04-11,NGO0012,pending
DN000455,D00224,children,fair,15,Pune,2024-11-20,NGO0057,matched
DN000456,D00431,shoes,fair,9,Chennai,2025-02-08,NGO0003,matched
DN000457,D00257,accessories,fair,17,Lucknow,2025-04-12,NGO0005,delivered
DN000458,D00433,formal,good,15,Jaipur,2025-09-21,NGO0035,matched
DN000459,D00204,outerwear,fair,4,Bengaluru,2025-06-17,NGO0002,pending
DN000460,D00294,children,fair,13,Bengaluru,2025-05-07,NGO0085,approved
DN000461,D00336,outerwear,excellent,4,Mumbai,2025-01-14,,approved
DN000462,D00381,outerwear,fair,1,Delhi,2025-01-22,NGO0005,delivered
DN000463,D00239,shoes,good,9,Kolkata,2025-02-10,NGO0073,approved
DN000464,D00003,outerwear,fair,1,Jaipur,2025-07-14,NGO0055,approved
DN000465,D00468,formal,excellent,1,Ahmedabad,2025-02-03,NGO0082,pending
DN000466,D00239,outerwear,fair,18,Kolkata,2025-03-01,NGO0019,delivered
DN000467,D00163,accessories,good,20,Delhi,2025-10-18,,approved
DN000468,D00453,formal,excellent,3,Lucknow,2025-08-17,NGO0067,pending
DN000469,D00092,shoes,fair,4,Mumbai,2025-08-09,,pending
DN000470,D00057,shoes,excellent,5,Bengaluru,2025-02-02,NGO0008,approved
DN000471,D00229,shoes,good,12,Kolkata,2025-03-13,,approved
DN000472,D00236,children,fair,13,Lucknow,2025-10-07,NGO0054,pending
DN000473,D00042,accessories,excellent,19,Pune,2025-09-27,NGO0071,matched
DN000474,D00279,shoes,excellent,16,Delhi,2025-02-21,NGO0015,matched
DN000475,D00104,casual,fair,19,Delhi,2025-11-05,NGO0013,approved
DN000476,D00118,children,excellent,5,Bengaluru,2025-05-17,NGO0003,delivered
DN000477,D00052,children,excellent,4,Bengaluru,2025-10-19,NGO0100,matched
DN000478,D00045,casual,good,11,Hyderabad,2025-08-06,,delivered
DN000479,D00102,casual,good,5,Ahmedabad,2024-12-17,,pending
DN000480,D00088,shoes,fair,4,Delhi,2025-03-08,NGO0012,approved
DN000481,D00184,formal,good,16,Ahmedabad,2025-05-18,,matched
DN000482,D00465,casual,excellent,20,Mumbai,2024-11-18,,matched
DN000483,D00325,formal,good,7,Ahmedabad,2025-10-28,,delivered
DN000484,D00463,accessories,good,6,Lucknow,2025-01-28,NGO0018,delivered
DN000485,D00302,formal,excellent,16,Pune,2025-11-09,NGO0034,pending
DN000486,D00412,outerwear,fair,2,Hyderabad,2025-05-24,NGO0038,delivered
DN000487,D00147,children,fair,14,Bengaluru,2025-08-16,NGO0025,approved
DN000488,D00114,casual,good,14,Ahmedabad,2025-04-24,,matched
DN000489,D00268,shoes,good,9,Ahmedabad,2025-02-19,,matched
DN000490,D00182,casual,good,17,Ahmedabad,2025-01-11,,approved
DN000491,D00023,accessories,fair,9,Jaipur,2025-06-16,NGO0043,pending
DN000492,D00419,accessories,fair,13,Chennai,2025-04-01,,pending
DN000493,D00048,casual,fair,13,Jaipur,2025-03-26,,approved
DN000494,D00351,shoes,good,10,Chennai,2025-03-18,NGO0016,delivered
DN000495,D00413,casual,excellent,9,Chennai,2025-07-13,NGO0073,matched
DN000496,D00327,casual,excellent,14,Mumbai,2025-05-30,,approved
DN000497,D00072,children,fair,7,Hyderabad,2025-05-30,,approved
DN000498,D00333,outerwear,excellent,8,Chennai,2025-04-21,NGO0094,pending
DN000499,D00198,shoes,excellent,7,Lucknow,2025-07-07,NGO0066,pending
DN000500,D00483,shoes,excellent,17,Pune,2025-02-22,NGO0068,approved
DN000501,D00472,outerwear,good,8,Kolkata,2025-04-21,NGO0088,delivered
DN000502,D00071,casual,excellent,17,Delhi,2025-03-24,NGO0018,approved
DN000503,D00268,outerwear,good,19,Ahmedabad,2025-03-26,,delivered
DN000504,D00117,formal,good,1,Pune,2025-06-09,,approved
DN000505,D00017,outerwear,excellent,1,Hyderabad,2025-09-13,NGO0013,approved
DN000506,D00339,accessories,fair,19,Jaipur,2025-05-02,NGO0055,pending
DN000507,D00160,accessories,fair,5,Delhi,2025-08-25,NGO0048,pending
DN000508,D00255,accessories,fair,8,Bengaluru,2024-12-20,,matched
DN000509,D00098,children,excellent,9,Mumbai,2025-05-06,,matched
DN000510,D00203,children,excellent,8,Bengaluru,2025-04-24,NGO0066,matched
DN000511,D00423,formal,fair,17,Pune,2024-11-18,NGO0009,pending
DN000512,D00230,casual,fair,16,Kolkata,2025-08-28,NGO0054,delivered
DN000513,D00131,formal,good,5,Chennai,2024-11-19,,delivered
DN000514,D00358,accessories,excellent,12,Kolkata,2025-01-19,NGO0002,approved
DN000515,D00198,shoes,good,19,Lucknow,2024-12-11,NGO0007,delivered
DN000516,D00329,formal,fair,15,Lucknow,2024-12-31,NGO0021,delivered
DN000517,D00311,children,excellent,13,Bengaluru,2025-01-15,,approved
DN000518,D00104,outerwear,fair,18,Delhi,2025-02-24,,delivered
DN000519,D00274,accessories,fair,12,Delhi,2025-04-26,NGO0062,matched
DN000520,D00457,accessories,excellent,15,Bengaluru,2025-02-11,NGO0017,delivered
DN000521,D00105,outerwear,excellent,16,Hyderabad,2025-08-31,,pending
DN000522,D00130,outerwear,excellent,17,Pune,2025-07-17,NGO0087,pending
DN000523,D00031,formal,fair,12,Mumbai,2025-03-22,,matched
DN000524,D00488,shoes,excellent,6,Chennai,2025-01-30,,approved
DN000525,D00155,formal,fair,12,Chennai,2025-04-01,,delivered
DN000526,D00434,formal,good,19,Chennai,2024-12-16,NGO0067,delivered
DN000527,D00472,children,good,15,Kolkata,2025-05-17,NGO0004,matched
DN000528,D00178,shoes,fair,8,Jaipur,2025-05-18,NGO0010,delivered
DN000529,D00442,casual,good,6,Bengaluru,2025-06-10,NGO0019,pending
DN000530,D00246,outerwear,fair,6,Ahmedabad,2025-03-21,NGO0055,matched
DN000531,D00316,formal,excellent,4,Hyderabad,2025-07-25,NGO0072,approved
DN000532,D00198,accessories,excellent,2,Lucknow,2025-03-21,NGO0092,delivered
DN000533,D00311,formal,fair,6,Bengaluru,2025-04-27,,approved
DN000534,D00202,outerwear,excellent,20,Jaipur,2025-06-01,NGO0058,approved
DN000535,D00458,accessories,fair,16,Mumbai,2025-09-08,NGO0011,pending
DN000536,D00118,accessories,excellent,16,Bengaluru,2025-04-06,,pending
DN000537,D00180,casual,fair,7,Hyderabad,2025-05-28,,delivered
DN000538,D00423,accessories,fair,1,Pune,2025-09-29,NGO0095,delivered
DN000539,D00279,casual,good,5,Delhi,2025-10-25,NGO0069,approved
DN000540,D00490,formal,good,20,Pune,2025-05-06,,delivered
DN000541,D00426,accessories,excellent,3,Hyderabad,2025-05-04,NGO0037,delivered
DN000542,D00471,children,excellent,12,Bengaluru,2025-02-16,NGO0051,pending
DN000543,D00104,outerwear,good,13,Delhi,2025-11-10,NGO0010,matched
DN000544,D00386,casual,excellent,5,Bengaluru,2025-03-10,NGO0095,approved
DN000545,D00472,children,fair,4,Kolkata,2025-05-03,NGO0050,matched
DN000546,D00059,children,good,12,Jaipur,2025-02-08,NGO0096,matched
DN000547,D00016,outerwear,good,20,Chennai,2025-01-23,NGO0028,delivered
DN000548,D00273,accessories,good,18,Jaipur,2025-05-25,,approved
DN000549,D00218,casual,good,15,Lucknow,2024-12-11,NGO0076,approved
DN000550,D00172,accessories,good,5,Jaipur,2025-01-31,NGO0056,approved
DN000551,D00280,shoes,good,16,Mumbai,2025-05-01,,delivered
DN000552,D00285,casual,excellent,20,Jaipur,2025-01-31,NGO0093,delivered
DN000553,D00139,formal,excellent,17,Chennai,2025-02-21,,pending
DN000554,D00127,casual,fair,20,Pune,2025-09-30,NGO0081,matched
DN000555,D00336,accessories,good,3,Mumbai,2025-10-29,NGO0051,matched
DN000556,D00122,shoes,fair,13,Ahmedabad,2025-05-18,,pending
DN000557,D00064,casual,good,10,Pune,2025-08-09,NGO0053,approved
DN000558,D00320,accessories,excellent,12,Hyderabad,2025-08-26,,approved
DN000559,D00059,formal,good,9,Jaipur,2024-12-05,,matched
DN000560,D00339,accessories,good,19,Jaipur,2025-11-01,,pending
DN000561,D00465,children,excellent,13,Mumbai,2025-07-06,NGO0026,delivered
DN000562,D00496,children,fair,5,Hyderabad,2024-12-07,NGO0095,pending
DN000563,D00051,shoes,good,8,Lucknow,2024-11-23,,pending
DN000564,D00097,casual,fair,12,Bengaluru,2025-06-22,,approved
DN000565,D00452,accessories,good,8,Ahmedabad,2025-07-24,NGO0083,delivered
DN000566,D00350,shoes,good,5,Mumbai,2025-08-07,NGO0085,matched
DN000567,D00096,shoes,excellent,8,Lucknow,2025-08-04,NGO0007,approved
DN000568,D00003,children,fair,8,Jaipur,2025-02-06,,matched
DN000569,D00274,shoes,good,11,Delhi,2024-11-20,,matched
DN000570,D00475,children,fair,17,Bengaluru,2025-11-04,NGO0027,delivered
DN000571,D00465,children,good,6,Mumbai,2025-01-14,,pending
DN000572,D00027,children,good,3,Chennai,2025-02-05,NGO0052,approved
DN000573,D00081,casual,excellent,14,Kolkata,2025-09-26,NGO0034,delivered
DN000574,D00204,casual,fair,8,Bengaluru,2025-03-04,NGO0003,delivered
DN000575,D00226,shoes,excellent,2,Delhi,2025-01-25,NGO0085,matched
DN000576,D00046,outerwear,good,3,Pune,2025-01-31,,delivered
DN000577,D00098,formal,excellent,8,Mumbai,2025-08-28,NGO0040,approved
DN000578,D00406,children,fair,14,Chennai,2025-08-18,NGO0011,matched
DN000579,D00307,shoes,good,20,Delhi,2025-06-29,NGO0025,matched
DN000580,D00124,outerwear,fair,2,Mumbai,2025-10-29,NGO0015,matched
DN000581,D00226,outerwear,fair,14,Delhi,2025-07-03,,delivered
DN000582,D00300,children,good,14,Pune,2025-01-19,,delivered
DN000583,D00307,children,excellent,11,Delhi,2025-07-02,NGO0042,delivered
DN000584,D00350,children,excellent,4,Mumbai,2025-09-21,NGO0087,approved
DN000585,D00328,casual,good,6,Ahmedabad,2025-06-09,NGO0091,delivered
DN000586,D00116,casual,fair,13,Bengaluru,2025-04-13,NGO0078,matched
DN000587,D00311,casual,fair,10,Bengaluru,2025-04-23,NGO0078,approved
DN000588,D00387,shoes,fair,18,Bengaluru,2025-03-23,NGO0043,delivered
DN000589,D00171,children,fair,6,Lucknow,2025-01-08,NGO0049,matched
DN000590,D00154,children,excellent,13,Chennai,2025-05-05,,pending
DN000591,D00014,casual,fair,11,Chennai,2025-06-14,NGO0078,matched
DN000592,D00479,children,fair,6,Chennai,2025-10-12,NGO0090,delivered
DN000593,D00411,children,excellent,13,Jaipur,2025-10-20,,approved
DN000594,D00415,shoes,fair,4,Hyderabad,2024-11-18,,delivered
DN000595,D00020,shoes,good,6,Chennai,2024-11-14,NGO0015,approved
DN000596,D00358,formal,fair,16,Kolkata,2024-12-08,NGO0013,approved
DN000597,D00076,children,fair,8,Bengaluru,2025-09-22,,approved
DN000598,D00247,shoes,fair,12,Lucknow,2025-10-14,,pending
DN000599,D00128,accessories,good,2,Lucknow,2025-09-16,,matched
DN000600,D00006,casual,excellent,16,Bengaluru,2024-11-15,NGO0010,delivered
DN000601,D00433,accessories,excellent,13,Jaipur,2025-06-18,NGO0091,approved
DN000602,D00374,shoes,fair,18,Pune,2025-10-28,NGO0031,delivered
DN000603,D00006,formal,fair,9,Bengaluru,2025-05-03,NGO0024,matched
DN000604,D00453,outerwear,fair,20,Lucknow,2025-03-27,NGO0056,delivered
DN000605,D00212,casual,fair,2,Pune,2025-07-12,,pending
DN000606,D00216,shoes,excellent,2,Kolkata,2025-04-25,,pending
DN000607,D00494,children,fair,19,Pune,2025-04-22,,pending
DN000608,D00379,shoes,fair,16,Hyderabad,2025-09-23,NGO0054,delivered
DN000609,D00143,outerwear,excellent,14,Mumbai,2025-05-05,NGO0059,matched
DN000610,D00137,children,good,18,Bengaluru,2025-06-27,,approved
DN000611,D00023,children,fair,20,Jaipur,2025-03-20,NGO0035,delivered
DN000612,D00026,outerwear,fair,14,Jaipur,2025-04-25,NGO0069,matched
DN000613,D00467,casual,excellent,7,Kolkata,2025-08-20,NGO0063,pending
DN000614,D00424,accessories,fair,14,Kolkata,2025-01-09,,approved
DN000615,D00426,outerwear,excellent,9,Hyderabad,2024-12-16,NGO0049,delivered
DN000616,D00039,outerwear,excellent,8,Hyderabad,2025-04-30,NGO0004,approved
DN000617,D00346,shoes,good,9,Hyderabad,2025-03-13,,delivered
DN000618,D00339,outerwear,fair,16,Jaipur,2025-08-24,,matched
DN000619,D00179,outerwear,good,20,Kolkata,2025-10-08,,approved
DN000620,D00357,children,fair,5,Mumbai,2025-04-29,,delivered
DN000621,D00228,shoes,fair,1,Mumbai,2025-03-16,,pending
DN000622,D00110,children,fair,8,Pune,2025-04-07,,pending
DN000623,D00232,outerwear,excellent,12,Mumbai,2025-01-03,,matched
DN000624,D00441,accessories,fair,13,Mumbai,2025-01-17,NGO0007,delivered
DN000625,D00091,formal,good,4,Jaipur,2025-05-15,NGO0071,pending
DN000626,D00354,shoes,excellent,18,Bengaluru,2025-04-14,,pending
DN000627,D00317,outerwear,excellent,11,Hyderabad,2024-11-22,NGO0081,pending
DN000628,D00482,casual,excellent,2,Ahmedabad,2025-10-29,NGO0052,matched
DN000629,D00363,children,excellent,3,Ahmedabad,2025-03-20,,pending
DN000630,D00257,formal,excellent,13,Lucknow,2025-07-02,,approved
DN000631,D00362,accessories,good,16,Ahmedabad,2024-12-16,,approved
DN000632,D00467,shoes,excellent,12,Kolkata,2025-09-01,,approved
DN000633,D00245,formal,excellent,3,Lucknow,2025-04-05,,approved
DN000634,D00083,children,excellent,1,Delhi,2025-02-23,NGO0015,matched
DN000635,D00253,outerwear,fair,10,Bengaluru,2025-03-06,,pending
DN000636,D00018,formal,good,18,Jaipur,2025-04-21,NGO0011,matched
DN000637,D00147,casual,excellent,1,Bengaluru,2025-07-30,NGO0063,approved
DN000638,D00288,formal,fair,13,Mumbai,2025-08-07,,pending
DN000639,D00422,shoes,good,6,Lucknow,2025-01-10,NGO0081,approved
DN000640,D00431,accessories,good,16,Chennai,2025-10-24,,matched
DN000641,D00460,casual,fair,11,Pune,2025-03-23,NGO0040,pending
DN000642,D00233,shoes,good,14,Hyderabad,2025-07-21,NGO0057,delivered
DN000643,D00092,casual,excellent,17,Mumbai,2025-01-28,NGO0071,matched
DN000644,D00491,shoes,good,18,Pune,2025-05-05,NGO0036,approved
DN000645,D00236,shoes,fair,1,Lucknow,2025-11-07,NGO0025,matched
DN000646,D00497,casual,excellent,5,Kolkata,2025-10-14,,delivered
DN000647,D00326,accessories,fair,6,Jaipur,2025-07-23,NGO0021,matched
DN000648,D00429,shoes,fair,19,Mumbai,2025-03-31,,delivered
DN000649,D00142,shoes,fair,15,Hyderabad,2024-12-25,NGO0052,approved
DN000650,D00032,casual,fair,16,Bengaluru,2025-06-05,NGO0014,pending
DN000651,D00214,casual,fair,10,Lucknow,2025-06-19,,delivered
DN000652,D00275,accessories,good,8,Kolkata,2025-04-20,,pending
DN000653,D00336,accessories,fair,2,Mumbai,2024-12-10,NGO0070,approved
DN000654,D00340,outerwear,good,13,Jaipur,2025-09-13,NGO0034,matched
DN000655,D00213,shoes,good,3,Hyderabad,2025-07-22,,approved
DN000656,D00485,casual,excellent,13,Mumbai,2024-11-22,,matched
DN000657,D00170,accessories,fair,7,Hyderabad,2024-11-16,,approved
DN000658,D00313,outerwear,excellent,5,Hyderabad,2025-10-29,,approved
DN000659,D00047,children,fair,20,Kolkata,2025-06-21,,matched
DN000660,D00211,casual,fair,18,Jaipur,2024-12-10,NGO0083,pending
DN000661,D00454,outerwear,excellent,14,Delhi,2025-01-13,NGO0083,delivered
DN000662,D00258,accessories,good,20,Delhi,2024-11-14,,approved
DN000663,D00430,outerwear,excellent,18,Jaipur,2025-05-10,,pending
DN000664,D00344,accessories,excellent,12,Delhi,2025-06-05,,pending
DN000665,D00087,shoes,fair,5,Ahmedabad,2025-07-18,NGO0022,delivered
DN000666,D00298,formal,fair,15,Pune,2025-04-27,NGO0042,matched
DN000667,D00407,accessories,fair,5,Kolkata,2025-10-22,,delivered
DN000668,D00318,children,fair,8,Hyderabad,2025-06-01,NGO0071,pending
DN000669,D00298,children,good,13,Pune,2025-05-18,NGO0043,delivered
DN000670,D00195,shoes,good,9,Kolkata,2025-04-10,,matched
DN000671,D00180,children,fair,20,Hyderabad,2024-12-11,,pending
DN000672,D00332,accessories,fair,10,Mumbai,2025-01-04,NGO0025,matched
DN000673,D00136,children,excellent,14,Delhi,2025-07-04,NGO0056,pending
DN000674,D00124,casual,excellent,17,Mumbai,2025-10-25,NGO0012,matched
DN000675,D00078,outerwear,fair,3,Bengaluru,2025-05-08,NGO0089,approved
DN000676,D00221,outerwear,fair,1,Jaipur,2025-08-18,,delivered
DN000677,D00161,outerwear,excellent,13,Delhi,2025-03-14,,delivered
DN000678,D00047,outerwear,excellent,6,Kolkata,2025-01-26,NGO0005,approved
DN000679,D00456,accessories,fair,16,Mumbai,2024-11-13,,approved
DN000680,D00046,outerwear,good,8,Pune,2025-02-01,,delivered
DN000681,D00486,children,excellent,9,Pune,2025-07-31,NGO0015,pending
DN000682,D00068,casual,fair,17,Pune,2025-08-21,NGO0021,pending
DN000683,D00480,children,excellent,15,Kolkata,2024-12-20,NGO0012,approved
DN000684,D00180,shoes,fair,16,Hyderabad,2025-05-10,NGO0068,delivered
DN000685,D00348,shoes,excellent,2,Kolkata,2025-06-15,NGO0077,matched
DN000686,D00263,shoes,good,16,Kolkata,2025-08-06,,pending
DN000687,D00162,shoes,good,7,Chennai,2025-06-06,NGO0007,matched
DN000688,D00268,formal,excellent,9,Ahmedabad,2025-03-08,NGO0086,approved
DN000689,D00320,accessories,excellent,8,Hyderabad,2025-04-22,NGO0002,matched
DN000690,D00152,children,fair,11,Pune,2025-02-04,,approved
DN000691,D00281,children,excellent,9,Hyderabad,2025-10-19,,delivered
DN000692,D00417,children,fair,14,Kolkata,2024-12-26,,delivered
DN000693,D00479,accessories,good,8,Chennai,2025-01-22,NGO0001,delivered
DN000694,D00370,outerwear,fair,4,Mumbai,2025-02-19,,matched
DN000695,D00260,children,fair,20,Mumbai,2025-01-08,,approved
DN000696,D00392,shoes,excellent,16,Delhi,2025-04-01,NGO0054,delivered
DN000697,D00132,formal,good,10,Chennai,2024-11-13,NGO0092,matched
DN000698,D00293,accessories,excellent,1,Jaipur,2025-06-26,,approved
DN000699,D00478,accessories,good,15,Kolkata,2025-02-18,NGO0066,delivered
DN000700,D00104,formal,fair,13,Delhi,2025-06-12,NGO0041,delivered
DN000701,D00331,accessories,fair,12,Mumbai,2025-01-07,,pending
DN000702,D00393,accessories,excellent,16,Bengaluru,2025-04-25,NGO0024,approved
DN000703,D00132,outerwear,fair,10,Chennai,2025-02-16,NGO0055,matched
DN000704,D00306,accessories,excellent,12,Mumbai,2025-09-19,,approved
DN000705,D00382,outerwear,fair,10,Chennai,2025-10-06,NGO0074,pending
DN000706,D00121,formal,good,17,Pune,2025-05-08,,matched
DN000707,D00404,shoes,fair,15,Bengaluru,2025-04-12,,delivered
DN000708,D00200,casual,good,15,Mumbai,2025-01-27,,approved
DN000709,D00419,casual,good,6,Chennai,2024-12-11,NGO0003,matched
DN000710,D00275,casual,fair,17,Kolkata,2025-02-20,,pending
DN000711,D00178,outerwear,excellent,6,Jaipur,2025-01-29,NGO0061,matched
DN000712,D00293,formal,good,4,Jaipur,2025-01-17,,delivered
DN000713,D00272,shoes,excellent,2,Lucknow,2025-09-01,,pending
DN000714,D00242,casual,good,11,Jaipur,2025-03-17,NGO0061,matched
DN000715,D00306,children,excellent,20,Mumbai,2025-11-05,,matched
DN000716,D00215,outerwear,excellent,16,Lucknow,2025-05-04,NGO0051,pending
DN000717,D00029,formal,good,17,Ahmedabad,2025-04-28,NGO0070,approved
DN000718,D00040,accessories,excellent,13,Bengaluru,2024-11-27,,delivered
DN000719,D00160,accessories,good,6,Delhi,2024-11-29,,pending
DN000720,D00372,outerwear,fair,1,Jaipur,2025-05-02,,approved
DN000721,D00358,shoes,excellent,10,Kolkata,2025-02-02,NGO0059,delivered
DN000722,D00144,outerwear,fair,11,Kolkata,2024-11-26,NGO0076,matched
DN000723,D00232,casual,good,19,Mumbai,2025-05-21,,pending
DN000724,D00393,formal,good,17,Bengaluru,2025-04-14,,approved
DN000725,D00352,children,excellent,16,Kolkata,2025-05-07,NGO0082,delivered
DN000726,D00139,casual,good,5,Chennai,2024-11-14,NGO0038,matched
DN000727,D00174,shoes,excellent,6,Mumbai,2025-04-03,NGO0023,delivered
DN000728,D00355,children,excellent,19,Chennai,2025-07-06,,approved
DN000729,D00349,casual,fair,5,Delhi,2024-11-24,NGO0073,pending
DN000730,D00387,outerwear,good,12,Bengaluru,2025-05-17,,pending
DN000731,D00304,children,excellent,19,Mumbai,2025-02-18,NGO0059,pending
DN000732,D00384,shoes,fair,6,Jaipur,2025-10-16,NGO0023,matched
DN000733,D00470,casual,good,13,Ahmedabad,2025-10-03,NGO0014,matched
DN000734,D00198,children,fair,16,Lucknow,2025-06-30,NGO0087,approved
DN000735,D00266,accessories,excellent,17,Jaipur,2025-07-11,,pending
